n,beta,Itinerary_String
20,1.9938821473894,"[0, 8, 10, 14]"
20,1.9939471226081,"[0, 8, 10, 15]"
20,1.9939796874483,"[0, 8, 10, 16]"
20,1.9939960132553,"[0, 8, 10, 17]"
20,1.9924568521304,"[0, 8, 11, 12]"
20,1.9927187759104,"[0, 8, 11, 13]"
20,1.9928499197096,"[0, 8, 11, 14]"
20,1.9929156459959,"[0, 8, 11, 15]"
20,1.9929486040098,"[0, 8, 11, 16]"
20,1.9929651353919,"[0, 8, 11, 17]"
20,1.9929734286642,"[0, 8, 11, 18]"
20,1.9921962127674,"[0, 8, 12, 13]"
20,1.9923281234349,"[0, 8, 12, 14]"
20,1.9923942507749,"[0, 8, 12, 15]"
20,1.992427418406,"[0, 8, 12, 16]"
20,1.9924440592357,"[0, 8, 12, 17]"
20,1.992452409585,"[0, 8, 12, 18]"
20,1.9924566001415,"[0, 8, 12, 19]"
20,1.9920651390157,"[0, 8, 13, 14]"
20,1.9921314784022,"[0, 8, 13, 15]"
20,1.9921647566889,"[0, 8, 13, 16]"
20,1.9921814552132,"[0, 8, 13, 17]"
20,1.9921898356112,"[0, 8, 13, 18]"
20,1.9921940417999,"[0, 8, 13, 19]"
20,1.9919992729913,"[0, 8, 14, 15]"
20,1.9920326093378,"[0, 8, 14, 16]"
20,1.992049338092,"[0, 8, 14, 17]"
20,1.9920577342144,"[0, 8, 14, 18]"
20,1.9920619485738,"[0, 8, 14, 19]"
20,1.9919661888687,"[0, 8, 15, 16]"
20,1.9919829334013,"[0, 8, 15, 17]"
20,1.9919913377212,"[0, 8, 15, 18]"
20,1.9919955563352,"[0, 8, 15, 19]"
20,1.9970328629512,"[0, 9, 10, 11]"
20,1.9975338923687,"[0, 9, 10, 12]"
20,1.9977837391083,"[0, 9, 10, 13]"
20,1.9979085345211,"[0, 9, 10, 14]"
20,1.9979709251822,"[0, 9, 10, 15]"
20,1.9980021326415,"[0, 9, 10, 16]"
20,1.9980177467155,"[0, 9, 10, 17]"
20,1.99802556009,"[0, 9, 10, 18]"
20,1.9965310415629,"[0, 9, 11, 12]"
20,1.9967834217334,"[0, 9, 11, 13]"
20,1.9969095422904,"[0, 9, 11, 14]"
20,1.996972626038,"[0, 9, 11, 15]"
20,1.9970041956842,"[0, 9, 11, 16]"
20,1.9970199987915,"[0, 9, 11, 17]"
20,1.9970279106901,"[0, 9, 11, 18]"
20,1.9970318721408,"[0, 9, 11, 19]"
20,1.9962788959348,"[0, 9, 12, 13]"
20,1.9964057235498,"[0, 9, 12, 14]"
20,1.9964691764426,"[0, 9, 12, 15]"
20,1.9965009386862,"[0, 9, 12, 16]"
20,1.9965168421716,"[0, 9, 12, 17]"
20,1.9965248063204,"[0, 9, 12, 18]"
20,1.9965287949344,"[0, 9, 12, 19]"
20,1.9961523624779,"[0, 9, 13, 14]"
20,1.9962160101036,"[0, 9, 13, 15]"
20,1.9962478737856,"[0, 9, 13, 16]"
20,1.9962638300624,"[0, 9, 13, 17]"
20,1.9962718216551,"[0, 9, 13, 18]"
20,1.9962758245191,"[0, 9, 13, 19]"
20,1.9960889109525,"[0, 9, 14, 15]"
20,1.9961208277452,"[0, 9, 14, 16]"
20,1.9961368116238,"[0, 9, 14, 17]"
20,1.9961448175468,"[0, 9, 14, 18]"
20,1.9961488278431,"[0, 9, 14, 19]"
20,1.9960571057074,"[0, 9, 15, 16]"
20,1.9960731039634,"[0, 9, 15, 17]"
20,1.9960811173417,"[0, 9, 15, 18]"
20,1.9960851315001,"[0, 9, 15, 19]"
20,1.9960411669392,"[0, 9, 16, 17]"
20,1.9960491841865,"[0, 9, 16, 18]"
20,1.9960532003469,"[0, 9, 16, 19]"
20,1.996033180465,"[0, 9, 17, 18]"
20,1.9960371976614,"[0, 9, 17, 19]"
20,1.998526252307,"[0, 10, 11, 12]"
20,1.9987738679757,"[0, 10, 11, 13]"
20,1.9988974905368,"[0, 10, 11, 14]"
20,1.9989592650504,"[0, 10, 11, 15]"
20,1.9989901492597,"[0, 10, 11, 16]"
20,1.9990055940258,"[0, 10, 11, 17]"
20,1.9990133188754,"[0, 10, 11, 18]"
20,1.9990171828403,"[0, 10, 11, 19]"
20,1.9982783854636,"[0, 10, 12, 13]"
20,1.9984026858642,"[0, 10, 12, 14]"
20,1.9984648139852,"[0, 10, 12, 15]"
20,1.9984958825304,"[0, 10, 12, 16]"
20,1.9985114232856,"[0, 10, 12, 17]"
20,1.9985191980568,"[0, 10, 12, 18]"
20,1.9985230879511,"[0, 10, 12, 19]"
20,1.9981541284847,"[0, 10, 13, 14]"
20,1.998216442938,"[0, 10, 13, 15]"
20,1.9982476084631,"[0, 10, 13, 16]"
20,1.9982631996452,"[0, 10, 13, 17]"
20,1.9982710006076,"[0, 10, 13, 18]"
20,1.9982749040893,"[0, 10, 13, 19]"
20,1.9980918823254,"[0, 10, 14, 15]"
20,1.998123098575,"[0, 10, 14, 16]"
20,1.9981387160956,"[0, 10, 14, 17]"
20,1.9981465307202,"[0, 10, 14, 18]"
20,1.9981504412809,"[0, 10, 14, 19]"
20,1.9980607129429,"[0, 10, 15, 16]"
20,1.9980763441693,"[0, 10, 15, 17]"
20,1.9980841658944,"[0, 10, 15, 18]"
20,1.9980880801302,"[0, 10, 15, 19]"
20,1.9980451086027,"[0, 10, 16, 17]"
20,1.9980529340093,"[0, 10, 16, 18]"
20,1.9980568501483,"[0, 10, 16, 19]"
20,1.998037297574,"[0, 10, 17, 18]"
20,1.998041214697,"[0, 10, 17, 19]"
20,1.9980333878933,"[0, 10, 18, 19]"
20,1.9992665376468,"[0, 11, 12, 13]"
20,1.9993895512487,"[0, 11, 12, 14]"
20,1.9994510067511,"[0, 11, 12, 15]"
20,1.99948172403,"[0, 11, 12, 16]"
20,1.999497081572,"[0, 11, 12, 17]"
20,1.9995047609165,"[0, 11, 12, 18]"
20,1.999508601178,"[0, 11, 12, 19]"
20,1.9991434473652,"[0, 11, 13, 14]"
20,1.9992050849515,"[0, 11, 13, 15]"
20,1.9992358969606,"[0, 11, 13, 16]"
20,1.9992513037392,"[0, 11, 13, 17]"
20,1.9992590086456,"[0, 11, 13, 18]"
20,1.9992628621622,"[0, 11, 13, 19]"
20,1.9990818168895,"[0, 11, 14, 15]"
20,1.9991126784221,"[0, 11, 14, 16]"
20,1.9991281109045,"[0, 11, 14, 17]"
20,1.9991358291381,"[0, 11, 14, 18]"
20,1.9991396895573,"[0, 11, 14, 19]"
20,1.9990509712911,"[0, 11, 15, 16]"
20,1.9990664171427,"[0, 11, 15, 17]"
20,1.9990741422996,"[0, 11, 15, 18]"
20,1.9990780063004,"[0, 11, 15, 19]"
20,1.9990355367533,"[0, 11, 16, 17]"
20,1.9990432654978,"[0, 11, 16, 18]"
20,1.9990471313526,"[0, 11, 16, 19]"
20,1.9990278145658,"[0, 11, 17, 18]"
20,1.9990316813787,"[0, 11, 17, 19]"
20,1.9990239512728,"[0, 11, 18, 19]"
20,1.99963489986,"[0, 12, 13, 14]"
20,1.9996961895231,"[0, 12, 13, 15]"
20,1.9997268202157,"[0, 12, 13, 16]"
20,1.9997421326075,"[0, 12, 13, 17]"
20,1.9997497884415,"[0, 12, 13, 18]"
20,1.9997536164782,"[0, 12, 13, 19]"
20,1.9995735874293,"[0, 12, 14, 15]"
20,1.9996042670273,"[0, 12, 14, 16]"
20,1.999619604797,"[0, 12, 14, 17]"
20,1.9996272737865,"[0, 12, 14, 18]"
20,1.9996311086353,"[0, 12, 14, 19]"
20,1.9995429086631,"[0, 12, 15, 16]"
20,1.9995582596295,"[0, 12, 15, 17]"
20,1.9995659354514,"[0, 12, 15, 18]"
20,1.9995697738341,"[0, 12, 15, 19]"
20,1.9995275614113,"[0, 12, 16, 17]"
20,1.999535240773,"[0, 12, 16, 18]"
20,1.9995390809846,"[0, 12, 16, 19]"
20,1.9995198847922,"[0, 12, 17, 18]"
20,1.9995237259487,"[0, 12, 17, 19]"
20,1.9995160452438,"[0, 12, 18, 19]"
20,1.9998185891197,"[0, 13, 14, 15]"
20,1.9998491748257,"[0, 13, 14, 16]"
20,1.999864463802,"[0, 13, 14, 17]"
20,1.9998721074637,"[0, 13, 14, 18]"
20,1.999875929181,"[0, 13, 14, 19]"
20,1.9997879967911,"[0, 13, 15, 16]"
20,1.9998032988746,"[0, 13, 15, 17]"
20,1.9998109493216,"[0, 13, 15, 18]"
20,1.9998147745481,"[0, 13, 15, 19]"
20,1.9997726946715,"[0, 13, 16, 17]"
20,1.9997803486336,"[0, 13, 16, 18]"
20,1.9997841756759,"[0, 13, 16, 19]"
20,1.9997650415699,"[0, 13, 17, 18]"
20,1.9997688695503,"[0, 13, 17, 19]"
20,1.9997612142544,"[0, 13, 18, 19]"
20,1.9999102987342,"[0, 14, 15, 16]"
20,1.9999255755624,"[0, 14, 15, 17]"
20,1.9999332129186,"[0, 14, 15, 18]"
20,1.9999370313669,"[0, 14, 15, 19]"
20,1.9998950200075,"[0, 14, 16, 17]"
20,1.9999026608659,"[0, 14, 16, 18]"
20,1.9999064811233,"[0, 14, 16, 19]"
20,1.9998873790752,"[0, 14, 17, 18]"
20,1.9998912002672,"[0, 14, 17, 19]"
20,1.9998835580799,"[0, 14, 18, 19]"
20,1.999956116708,"[0, 15, 16, 17]"
20,1.9999637507987,"[0, 15, 16, 18]"
20,1.9999675675563,"[0, 15, 16, 19]"
20,1.9999484820778,"[0, 15, 17, 18]"
20,1.9999522997681,"[0, 15, 17, 19]"
20,1.999944664351,"[0, 15, 18, 19]"
20,1.9999790157026,"[0, 16, 17, 18]"
20,1.9999828315863,"[0, 16, 17, 19]"
20,1.999975199666,"[0, 16, 18, 19]"
20,1.9999904625019,"[0, 17, 18, 19]"
20,1.9192874823278,"[0, 4, 5, 8, 12, 16]"
20,1.9252555670699,"[0, 4, 5, 9, 12, 16]"
20,1.9248297539615,"[0, 4, 5, 9, 13, 16]"
20,1.9248608441035,"[0, 4, 5, 9, 13, 17]"
20,1.8711372605351,"[0, 4, 6, 8, 12, 16]"
20,1.8791357559214,"[0, 4, 6, 9, 12, 16]"
20,1.8785120318967,"[0, 4, 6, 9, 13, 16]"
20,1.8785622908811,"[0, 4, 6, 9, 13, 17]"
20,1.8831842666141,"[0, 4, 6, 10, 12, 16]"
20,1.8825867534713,"[0, 4, 6, 10, 13, 16]"
20,1.8826344767579,"[0, 4, 6, 10, 13, 17]"
20,1.8823154906428,"[0, 4, 6, 10, 14, 17]"
20,1.8392867552142,"[0, 4, 7, 8, 12, 16]"
20,1.8492743838503,"[0, 4, 7, 9, 12, 16]"
20,1.8543302694838,"[0, 4, 7, 10, 12, 16]"
20,1.8535520480723,"[0, 4, 7, 10, 13, 16]"
20,1.8557921515857,"[0, 4, 7, 11, 14, 16]"
20,1.8558564197217,"[0, 4, 7, 11, 14, 17]"
20,1.8556695524125,"[0, 4, 7, 11, 15, 18]"
20,1.9491055783675,"[0, 5, 6, 7, 10, 15]"
20,1.9476894548161,"[0, 5, 6, 7, 11, 15]"
20,1.9477403062421,"[0, 5, 6, 7, 11, 16]"
20,1.9469545214732,"[0, 5, 6, 7, 12, 15]"
20,1.9470058508734,"[0, 5, 6, 7, 12, 16]"
20,1.9470321986158,"[0, 5, 6, 7, 12, 17]"
20,1.9591845803483,"[0, 5, 6, 8, 10, 15]"
20,1.9578787373455,"[0, 5, 6, 8, 11, 15]"
20,1.9579243938577,"[0, 5, 6, 8, 11, 16]"
20,1.9572052562681,"[0, 5, 6, 8, 12, 15]"
20,1.9572513001356,"[0, 5, 6, 8, 12, 16]"
20,1.9572748126695,"[0, 5, 6, 8, 12, 17]"
20,1.9568592419638,"[0, 5, 6, 8, 13, 15]"
20,1.9569054946012,"[0, 5, 6, 8, 13, 16]"
20,1.9569291178494,"[0, 5, 6, 8, 13, 17]"
20,1.9569411859979,"[0, 5, 6, 8, 13, 18]"
20,1.9640769499336,"[0, 5, 6, 9, 10, 15]"
20,1.9628238760367,"[0, 5, 6, 9, 11, 15]"
20,1.9628671259021,"[0, 5, 6, 9, 11, 16]"
20,1.962179557476,"[0, 5, 6, 9, 12, 15]"
20,1.9622231553923,"[0, 5, 6, 9, 12, 16]"
20,1.9622453631822,"[0, 5, 6, 9, 12, 17]"
20,1.9618494624172,"[0, 5, 6, 9, 13, 15]"
20,1.9618932473522,"[0, 5, 6, 9, 13, 16]"
20,1.961915554098,"[0, 5, 6, 9, 13, 17]"
20,1.9619269209416,"[0, 5, 6, 9, 13, 18]"
20,1.9617245943336,"[0, 5, 6, 9, 14, 16]"
20,1.9617469537997,"[0, 5, 6, 9, 14, 17]"
20,1.9617583484783,"[0, 5, 6, 9, 14, 18]"
20,1.9652727518161,"[0, 5, 6, 10, 11, 15]"
20,1.9653148129654,"[0, 5, 6, 10, 11, 16]"
20,1.9646430749724,"[0, 5, 6, 10, 12, 15]"
20,1.964685465264,"[0, 5, 6, 10, 12, 16]"
20,1.9647070311959,"[0, 5, 6, 10, 12, 17]"
20,1.9643209339058,"[0, 5, 6, 10, 13, 15]"
20,1.9643635007945,"[0, 5, 6, 10, 13, 16]"
20,1.9643851600666,"[0, 5, 6, 10, 13, 17]"
20,1.9643961832002,"[0, 5, 6, 10, 13, 18]"
20,1.9641564689253,"[0, 5, 6, 10, 14, 15]"
20,1.9641991298999,"[0, 5, 6, 10, 14, 16]"
20,1.9642208388335,"[0, 5, 6, 10, 14, 17]"
20,1.9642318881577,"[0, 5, 6, 10, 14, 18]"
20,1.9641370491478,"[0, 5, 6, 10, 15, 17]"
20,1.9641481123286,"[0, 5, 6, 10, 15, 18]"
20,1.9641537440966,"[0, 5, 6, 10, 15, 19]"
20,1.9658770753957,"[0, 5, 6, 11, 12, 15]"
20,1.9659188496361,"[0, 5, 6, 11, 12, 16]"
20,1.9659400889935,"[0, 5, 6, 11, 12, 17]"
20,1.9655590282469,"[0, 5, 6, 11, 13, 15]"
20,1.9656009738156,"[0, 5, 6, 11, 13, 16]"
20,1.9656223036806,"[0, 5, 6, 11, 13, 17]"
20,1.9656331523854,"[0, 5, 6, 11, 13, 18]"
20,1.9653967630399,"[0, 5, 6, 11, 14, 15]"
20,1.9654387998275,"[0, 5, 6, 11, 14, 16]"
20,1.9654601778151,"[0, 5, 6, 11, 14, 17]"
20,1.965471051885,"[0, 5, 6, 11, 14, 18]"
20,1.9653561583913,"[0, 5, 6, 11, 15, 16]"
20,1.9653775618535,"[0, 5, 6, 11, 15, 17]"
20,1.9653884493349,"[0, 5, 6, 11, 15, 18]"
20,1.9653939881788,"[0, 5, 6, 11, 15, 19]"
20,1.9653354901605,"[0, 5, 6, 11, 16, 17]"
20,1.9653463847127,"[0, 5, 6, 11, 16, 18]"
20,1.9653519272718,"[0, 5, 6, 11, 16, 19]"
20,1.9389976082258,"[0, 5, 7, 8, 10, 15]"
20,1.9374760548795,"[0, 5, 7, 8, 11, 15]"
20,1.9375321781368,"[0, 5, 7, 8, 11, 16]"
20,1.9366814887001,"[0, 5, 7, 8, 12, 15]"
20,1.9367381880207,"[0, 5, 7, 8, 12, 16]"
20,1.9367674444691,"[0, 5, 7, 8, 12, 17]"
20,1.9363254563923,"[0, 5, 7, 8, 13, 16]"
20,1.9363548812675,"[0, 5, 7, 8, 13, 17]"
20,1.9445570189136,"[0, 5, 7, 9, 10, 15]"
20,1.9431072222553,"[0, 5, 7, 9, 11, 15]"
20,1.9431599069227,"[0, 5, 7, 9, 11, 16]"
20,1.9423528488108,"[0, 5, 7, 9, 12, 15]"
20,1.9424060416046,"[0, 5, 7, 9, 12, 16]"
20,1.9424334099007,"[0, 5, 7, 9, 12, 17]"
20,1.9419620057142,"[0, 5, 7, 9, 13, 15]"
20,1.9420154749158,"[0, 5, 7, 9, 13, 16]"
20,1.9420429908517,"[0, 5, 7, 9, 13, 17]"
20,1.941841235538,"[0, 5, 7, 9, 14, 17]"
20,1.941855441716,"[0, 5, 7, 9, 14, 18]"
20,1.9459100982312,"[0, 5, 7, 10, 11, 15]"
20,1.9459610910677,"[0, 5, 7, 10, 11, 16]"
20,1.9451758360029,"[0, 5, 7, 10, 12, 15]"
20,1.9452273046699,"[0, 5, 7, 10, 12, 16]"
20,1.945253748088,"[0, 5, 7, 10, 12, 17]"
20,1.9447960454389,"[0, 5, 7, 10, 13, 15]"
20,1.9448477724795,"[0, 5, 7, 10, 13, 16]"
20,1.9448743537334,"[0, 5, 7, 10, 13, 17]"
20,1.944600083765,"[0, 5, 7, 10, 14, 15]"
20,1.9446519499809,"[0, 5, 7, 10, 14, 16]"
20,1.9446786053842,"[0, 5, 7, 10, 14, 17]"
20,1.9446923077676,"[0, 5, 7, 10, 14, 18]"
20,1.9445914755884,"[0, 5, 7, 10, 15, 18]"
20,1.9445985315916,"[0, 5, 7, 10, 15, 19]"
20,1.9465999312082,"[0, 5, 7, 11, 12, 15]"
20,1.9466505186241,"[0, 5, 7, 11, 12, 16]"
20,1.9466764905841,"[0, 5, 7, 11, 12, 17]"
20,1.9462258412964,"[0, 5, 7, 11, 13, 15]"
20,1.9462766779922,"[0, 5, 7, 11, 13, 16]"
20,1.9463027828562,"[0, 5, 7, 11, 13, 17]"
20,1.946032975413,"[0, 5, 7, 11, 14, 15]"
20,1.9460839462791,"[0, 5, 7, 11, 14, 16]"
20,1.9461101225822,"[0, 5, 7, 11, 14, 17]"
20,1.9461235688754,"[0, 5, 7, 11, 14, 18]"
20,1.9459847225621,"[0, 5, 7, 11, 15, 16]"
20,1.946010937076,"[0, 5, 7, 11, 15, 17]"
20,1.9460244036759,"[0, 5, 7, 11, 15, 18]"
20,1.9460313225263,"[0, 5, 7, 11, 15, 19]"
20,1.9459733921405,"[0, 5, 7, 11, 16, 18]"
20,1.9459803167274,"[0, 5, 7, 11, 16, 19]"
20,1.9467614425831,"[0, 5, 7, 12, 14, 15]"
20,1.9468119466105,"[0, 5, 7, 12, 14, 16]"
20,1.9468378736346,"[0, 5, 7, 12, 14, 17]"
20,1.9468511869473,"[0, 5, 7, 12, 14, 18]"
20,1.9467135952101,"[0, 5, 7, 12, 15, 16]"
20,1.9467395596786,"[0, 5, 7, 12, 15, 17]"
20,1.9467528928845,"[0, 5, 7, 12, 15, 18]"
20,1.9467597406504,"[0, 5, 7, 12, 15, 19]"
20,1.9466890051718,"[0, 5, 7, 12, 16, 17]"
20,1.946702348968,"[0, 5, 7, 12, 16, 18]"
20,1.9467092023497,"[0, 5, 7, 12, 16, 19]"
20,1.9466832265306,"[0, 5, 7, 12, 17, 19]"
20,1.9335853732885,"[0, 5, 8, 9, 10, 15]"
20,1.9319990463724,"[0, 5, 8, 9, 11, 15]"
20,1.9320584135485,"[0, 5, 8, 9, 11, 16]"
20,1.9311678047263,"[0, 5, 8, 9, 12, 15]"
20,1.9312278136989,"[0, 5, 8, 9, 12, 16]"
20,1.9307342992448,"[0, 5, 8, 9, 13, 15]"
20,1.9307946598919,"[0, 5, 8, 9, 13, 16]"
20,1.9308258999251,"[0, 5, 8, 9, 13, 17]"
20,1.9306169812158,"[0, 5, 8, 9, 14, 18]"
20,1.9350467405846,"[0, 5, 8, 10, 11, 15]"
20,1.9351040031041,"[0, 5, 8, 10, 11, 16]"
20,1.9342400454617,"[0, 5, 8, 10, 12, 15]"
20,1.9342979046709,"[0, 5, 8, 10, 12, 16]"
20,1.9338201212429,"[0, 5, 8, 10, 13, 15]"
20,1.933878306741,"[0, 5, 8, 10, 13, 16]"
20,1.9339083738902,"[0, 5, 8, 10, 13, 17]"
20,1.9336021264197,"[0, 5, 8, 10, 14, 15]"
20,1.9336604887936,"[0, 5, 8, 10, 14, 16]"
20,1.9336906506618,"[0, 5, 8, 10, 14, 17]"
20,1.9337062429115,"[0, 5, 8, 10, 14, 18]"
20,1.9336015049985,"[0, 5, 8, 10, 15, 19]"
20,1.9357953433084,"[0, 5, 8, 11, 12, 15]"
20,1.9358521040575,"[0, 5, 8, 11, 12, 16]"
20,1.9353824222094,"[0, 5, 8, 11, 13, 15]"
20,1.9354394964948,"[0, 5, 8, 11, 13, 16]"
20,1.935468966092,"[0, 5, 8, 11, 13, 17]"
20,1.9351682535178,"[0, 5, 8, 11, 14, 15]"
20,1.9352254976141,"[0, 5, 8, 11, 14, 16]"
20,1.9352550580864,"[0, 5, 8, 11, 14, 17]"
20,1.935270327224,"[0, 5, 8, 11, 14, 18]"
20,1.9351146794578,"[0, 5, 8, 11, 15, 16]"
20,1.9351442888229,"[0, 5, 8, 11, 15, 17]"
20,1.9351595840794,"[0, 5, 8, 11, 15, 18]"
20,1.9351674863637,"[0, 5, 8, 11, 15, 19]"
20,1.9351101984545,"[0, 5, 8, 11, 16, 19]"
20,1.9361800985223,"[0, 5, 8, 12, 13, 15]"
20,1.9362365922024,"[0, 5, 8, 12, 13, 16]"
20,1.9362657502404,"[0, 5, 8, 12, 13, 17]"
20,1.935967938266,"[0, 5, 8, 12, 14, 15]"
20,1.9360245980826,"[0, 5, 8, 12, 14, 16]"
20,1.936053845,"[0, 5, 8, 12, 14, 17]"
20,1.9360689460112,"[0, 5, 8, 12, 14, 18]"
20,1.9359148661714,"[0, 5, 8, 12, 15, 16]"
20,1.9359441608883,"[0, 5, 8, 12, 15, 17]"
20,1.9359592874254,"[0, 5, 8, 12, 15, 18]"
20,1.9359670993332,"[0, 5, 8, 12, 15, 19]"
20,1.9358874372302,"[0, 5, 8, 12, 16, 17]"
20,1.935902577433,"[0, 5, 8, 12, 16, 18]"
20,1.9359103966255,"[0, 5, 8, 12, 16, 19]"
20,1.9362981483188,"[0, 5, 8, 13, 16, 17]"
20,1.9363131994719,"[0, 5, 8, 13, 16, 18]"
20,1.9363209710369,"[0, 5, 8, 13, 16, 19]"
20,1.9362840526851,"[0, 5, 8, 13, 17, 18]"
20,1.9362918280875,"[0, 5, 8, 13, 17, 19]"
20,1.9290924188774,"[0, 5, 9, 10, 11, 15]"
20,1.9282395937612,"[0, 5, 9, 10, 12, 15]"
20,1.9283015433786,"[0, 5, 9, 10, 12, 16]"
20,1.9277940569892,"[0, 5, 9, 10, 13, 15]"
20,1.9278563813436,"[0, 5, 9, 10, 13, 16]"
20,1.9278886860221,"[0, 5, 9, 10, 13, 17]"
20,1.9275619754829,"[0, 5, 9, 10, 14, 15]"
20,1.9276245036956,"[0, 5, 9, 10, 14, 16]"
20,1.9276569178412,"[0, 5, 9, 10, 14, 17]"
20,1.9276737263192,"[0, 5, 9, 10, 14, 18]"
20,1.9298783860814,"[0, 5, 9, 11, 12, 15]"
20,1.9299390833487,"[0, 5, 9, 11, 12, 16]"
20,1.9294407730396,"[0, 5, 9, 11, 13, 15]"
20,1.929501829427,"[0, 5, 9, 11, 13, 16]"
20,1.929533450452,"[0, 5, 9, 11, 13, 17]"
20,1.929213035046,"[0, 5, 9, 11, 14, 15]"
20,1.9292742866086,"[0, 5, 9, 11, 14, 16]"
20,1.9293060123646,"[0, 5, 9, 11, 14, 17]"
20,1.9293224499807,"[0, 5, 9, 11, 14, 18]"
20,1.9291560720851,"[0, 5, 9, 11, 15, 16]"
20,1.9291878543711,"[0, 5, 9, 11, 15, 17]"
20,1.9292043222701,"[0, 5, 9, 11, 15, 18]"
20,1.9292128565132,"[0, 5, 9, 11, 15, 19]"
20,1.9302834501638,"[0, 5, 9, 12, 13, 15]"
20,1.9303438435844,"[0, 5, 9, 12, 13, 16]"
20,1.9303751079108,"[0, 5, 9, 12, 13, 17]"
20,1.9300579937341,"[0, 5, 9, 12, 14, 15]"
20,1.9301185778167,"[0, 5, 9, 12, 14, 16]"
20,1.9301499444171,"[0, 5, 9, 12, 14, 17]"
20,1.9301661889304,"[0, 5, 9, 12, 14, 18]"
20,1.9300016008858,"[0, 5, 9, 12, 15, 16]"
20,1.9300330226654,"[0, 5, 9, 12, 15, 17]"
20,1.9300492967273,"[0, 5, 9, 12, 15, 18]"
20,1.9300577268505,"[0, 5, 9, 12, 15, 19]"
20,1.9299723652536,"[0, 5, 9, 12, 16, 17]"
20,1.9299886551835,"[0, 5, 9, 12, 16, 18]"
20,1.9299970937894,"[0, 5, 9, 12, 16, 19]"
20,1.9304926462819,"[0, 5, 9, 13, 14, 15]"
20,1.9305528769827,"[0, 5, 9, 13, 14, 16]"
20,1.9305840537683,"[0, 5, 9, 13, 14, 17]"
20,1.9306001963938,"[0, 5, 9, 13, 14, 18]"
20,1.9304365564898,"[0, 5, 9, 13, 15, 16]"
20,1.9304677877398,"[0, 5, 9, 13, 15, 17]"
20,1.9304839595259,"[0, 5, 9, 13, 15, 18]"
20,1.9304923347966,"[0, 5, 9, 13, 15, 19]"
20,1.930407484636,"[0, 5, 9, 13, 16, 17]"
20,1.9304236720783,"[0, 5, 9, 13, 16, 18]"
20,1.930432055717,"[0, 5, 9, 13, 16, 19]"
20,1.9303924199405,"[0, 5, 9, 13, 17, 18]"
20,1.9304008080569,"[0, 5, 9, 13, 17, 19]"
20,1.9306091802543,"[0, 5, 9, 14, 18, 19]"
20,1.9791968034829,"[0, 6, 7, 8, 9, 14]"
20,1.9792709232552,"[0, 6, 7, 8, 9, 15]"
20,1.9769234330424,"[0, 6, 7, 8, 10, 14]"
20,1.9769993954655,"[0, 6, 7, 8, 10, 15]"
20,1.9770377884677,"[0, 6, 7, 8, 10, 16]"
