orbit,Itinerary_String,roots
17,"[0, 3, 4, 5, 7, 9, 12, 14]","[1.7446284124425353, 1.0604582291695677]"
17,"[0, 3, 4, 5, 8, 10, 12, 14]","[1.7237374290555494, 1.078884273180579]"
17,"[0, 3, 4, 5, 8, 10, 13, 15]","[1.7222447414426898, 1.0967566539256108]"
17,"[0, 3, 4, 5, 8, 11, 13, 14]","[1.7280311899810292, 1.0629470455104497]"
17,"[0, 3, 4, 6, 8, 9, 12, 14]","[1.7972962021264909, 1.0479147562016307]"
17,"[0, 3, 4, 6, 9, 11, 13, 14]","[1.794573516321743, 1.0446756489358886]"
17,"[0, 3, 4, 6, 9, 11, 14, 15]","[1.7942879580171736, 1.0479659530259176]"
17,"[0, 3, 4, 7, 9, 10, 13, 14]","[1.8263823172893439, 1.0329248907714554]"
17,"[0, 3, 4, 7, 10, 11, 13, 14]","[1.823981147204266, 1.0351191710025294]"
17,"[0, 3, 5, 6, 7, 8, 11, 14]","[1.6488629882382844, 1.1110304665671225]"
17,"[0, 3, 5, 6, 8, 9, 11, 14]","[1.6259975956111714, 1.1388020672221295]"
17,"[0, 3, 5, 6, 8, 10, 12, 14]","[1.6401464768282874, 1.0989964909902972]"
17,"[0, 3, 5, 6, 8, 11, 13, 14]","[1.6478267954110608, 1.0752622640503757]"
17,"[0, 3, 5, 7, 9, 10, 12, 14]","[1.6896441249302323, 1.0696831932321131]"
17,"[0, 3, 5, 7, 9, 10, 13, 15]","[1.6877839911293462, 1.0850674389925443]"
17,"[0, 3, 5, 7, 9, 11, 13, 14]","[1.6947511453662822, 1.056456061677547]"
17,"[0, 3, 5, 7, 10, 12, 13, 14]","[1.6859742356320089, 1.0708032783677617]"
17,"[0, 3, 5, 8, 10, 11, 13, 14]","[1.7171683855399464, 1.0458484252647233]"
17,"[0, 4, 5, 6, 7, 8, 11, 13]","[1.8958029735164774, 1.0349884219655876]"
17,"[0, 4, 5, 6, 7, 8, 12, 14]","[1.8950433076648387, 1.039688257842116]"
17,"[0, 4, 5, 6, 7, 9, 12, 13]","[1.9017655407281908, 1.029163574296101]"
17,"[0, 4, 5, 6, 8, 9, 11, 13]","[1.8892838123572027, 1.037643391637981]"
17,"[0, 4, 5, 6, 8, 9, 12, 13]","[1.8881692100713505, 1.094621298694417]"
17,"[0, 4, 5, 6, 8, 9, 12, 14]","[1.888483149654947, 1.0430483794643612]"
17,"[0, 4, 5, 6, 8, 9, 13, 15]","[1.8880563695830923, 1.0494294066507144]"
17,"[0, 4, 5, 6, 8, 10, 12, 13]","[1.8920970481977206, 1.03302249695484]"
17,"[0, 4, 5, 6, 8, 10, 13, 14]","[1.8918280528712985, 1.0350045211437946]"
17,"[0, 4, 5, 6, 9, 10, 11, 13]","[1.885724864565287, 1.0406042277154655]"
17,"[0, 4, 5, 6, 9, 10, 12, 13]","[1.8845735542913618, 1.1003602735382125]"
17,"[0, 4, 5, 6, 9, 10, 12, 14]","[1.884899122610864, 1.0468179180323323]"
17,"[0, 4, 5, 6, 9, 10, 13, 14]","[1.8842844689302094, 1.104561912195799]"
17,"[0, 4, 5, 6, 9, 10, 13, 15]","[1.884458026176074, 1.0541551591429477]"
17,"[0, 4, 5, 6, 9, 10, 14, 16]","[1.8842230117795715, 1.0624330393607873]"
17,"[0, 4, 5, 6, 9, 11, 12, 13]","[1.88673343435623, 1.0378414820283335]"
17,"[0, 4, 5, 6, 9, 11, 13, 14]","[1.8864509464200823, 1.0403815066352329]"
17,"[0, 4, 5, 6, 9, 11, 14, 15]","[1.8863008287044534, 1.0430819336381996]"
17,"[0, 4, 5, 6, 9, 11, 15, 16]","[1.8862211308429695, 1.045916527059061]"
17,"[0, 4, 5, 6, 10, 12, 13, 14]","[1.8835089971894825, 1.0471626762129795]"
17,"[0, 4, 5, 6, 10, 12, 14, 15]","[1.8833542735813396, 1.0506267579581763]"
17,"[0, 4, 5, 6, 10, 12, 15, 16]","[1.8832719975097754, 1.0542264879937795]"
17,"[0, 4, 5, 7, 8, 9, 12, 13]","[1.9131741794701718, 1.0274901460738157]"
17,"[0, 4, 5, 7, 9, 10, 12, 13]","[1.9101050999050697, 1.0290648258261075]"
17,"[0, 4, 5, 7, 9, 10, 13, 14]","[1.9098719009746339, 1.0306160158490894]"
17,"[0, 4, 5, 7, 9, 10, 14, 15]","[1.9097495565565898, 1.0322585063479848]"
17,"[0, 4, 5, 7, 10, 11, 12, 13]","[1.9084717965667921, 1.0307710572700564]"
17,"[0, 4, 5, 7, 10, 11, 13, 14]","[1.9082350461928392, 1.0324936796052564]"
17,"[0, 4, 5, 7, 10, 11, 14, 15]","[1.908110727430606, 1.0343190305791472]"
17,"[0, 4, 5, 7, 10, 11, 15, 16]","[1.9080454989434426, 1.036238536693969]"
17,"[0, 4, 5, 7, 11, 12, 13, 14]","[1.9073685710130297, 1.0345243204048233]"
17,"[0, 4, 6, 7, 8, 9, 11, 13]","[1.8644738673538228, 1.0410162114145896]"
17,"[0, 4, 6, 7, 8, 9, 12, 13]","[1.8631291712368117, 1.1024494920082821]"
17,"[0, 4, 6, 7, 8, 9, 12, 14]","[1.8635185205561395, 1.047432690972684]"
17,"[0, 4, 6, 7, 8, 10, 12, 13]","[1.867733163779167, 1.035589812585223]"
17,"[0, 4, 6, 7, 8, 10, 13, 14]","[1.8674111866587664, 1.0378871246166985]"
17,"[0, 4, 6, 7, 9, 10, 11, 13]","[1.8604064970429535, 1.044569771153526]"
17,"[0, 4, 6, 7, 9, 10, 12, 13]","[1.85900980113882, 1.1092162314003815]"
17,"[0, 4, 6, 7, 9, 10, 12, 14]","[1.8594160918263354, 1.0520403897798984]"
17,"[0, 4, 6, 7, 9, 10, 13, 14]","[1.858659118692846, 1.1140297197162043]"
17,"[0, 4, 6, 7, 9, 10, 13, 15]","[1.8588789326495916, 1.0609056499318017]"
17,"[0, 4, 6, 7, 9, 10, 14, 16]","[1.8585885064784184, 1.0708234169206496]"
17,"[0, 4, 6, 7, 9, 11, 12, 13]","[1.861592118719832, 1.0412726323505566]"
17,"[0, 4, 6, 7, 9, 11, 13, 14]","[1.861251196246278, 1.044278683033685]"
17,"[0, 4, 6, 7, 9, 11, 14, 15]","[1.8610674648966867, 1.0474814213746613]"
17,"[0, 4, 6, 7, 10, 11, 12, 13]","[1.8567403553744397, 1.1159537610249204]"
17,"[0, 4, 6, 7, 10, 11, 12, 14]","[1.8571568599901638, 1.0572103320247874]"
17,"[0, 4, 6, 7, 10, 11, 13, 14]","[1.856381757458042, 1.1211047255478346]"
17,"[0, 4, 6, 7, 10, 11, 13, 15]","[1.8566074082546704, 1.0674004316807666]"
17,"[0, 4, 6, 7, 10, 11, 14, 15]","[1.8561879540871333, 1.1258169709825228]"
17,"[0, 4, 6, 7, 10, 11, 14, 16]","[1.856309930442924, 1.0785501190194051]"
17,"[0, 4, 6, 7, 10, 12, 13, 14]","[1.857815734785419, 1.052507853392423]"
17,"[0, 4, 6, 7, 10, 12, 14, 15]","[1.8576252607566341, 1.056690775465624]"
17,"[0, 4, 6, 7, 10, 12, 15, 16]","[1.8575225308166914, 1.0610149867246945]"
17,"[0, 4, 6, 8, 9, 10, 12, 13]","[1.8748873915609585, 1.0331728699649125]"
17,"[0, 4, 6, 8, 9, 10, 13, 14]","[1.8745843761306231, 1.035182422439043]"
17,"[0, 4, 6, 8, 10, 11, 12, 13]","[1.8728778138254558, 1.0354161143564449]"
17,"[0, 4, 6, 8, 10, 11, 13, 14]","[1.872568939035371, 1.0376804603700072]"
17,"[0, 4, 6, 8, 10, 11, 14, 15]","[1.8724035408308, 1.0400907793164944]"
17,"[0, 4, 6, 8, 11, 12, 13, 14]","[1.8714786567945851, 1.0404116701352248]"
17,"[0, 4, 6, 8, 11, 12, 14, 15]","[1.8713113289460233, 1.043120195821767]"
17,"[0, 4, 6, 8, 11, 12, 15, 16]","[1.8712217664212447, 1.0459645811698062]"
17,"[0, 4, 7, 8, 9, 10, 11, 13]","[1.8455982446369883, 1.0492274572847822]"
17,"[0, 4, 7, 8, 9, 10, 12, 13]","[1.8440173440271745, 1.1188218515708412]"
17,"[0, 4, 7, 8, 9, 10, 12, 14]","[1.8444850809514868, 1.0582627277064114]"
17,"[0, 4, 7, 8, 9, 10, 13, 14]","[1.843620363497582, 1.1242655652892848]"
17,"[0, 4, 7, 8, 9, 10, 13, 15]","[1.8438757017649952, 1.0689803808956337]"
17,"[0, 4, 7, 8, 9, 11, 12, 13]","[1.8469145989971927, 1.0452622329953911]"
17,"[0, 4, 7, 8, 9, 11, 13, 14]","[1.8465302069691898, 1.048842163395585]"
17,"[0, 4, 7, 8, 9, 11, 14, 15]","[1.8463213023509342, 1.0526590437751566]"
17,"[0, 4, 7, 8, 10, 11, 12, 13]","[1.841507718915099, 1.1266626919762468]"
17,"[0, 4, 7, 8, 10, 11, 12, 14]","[1.841988708232586, 1.0646812816143616]"
17,"[0, 4, 7, 8, 10, 11, 13, 14]","[1.8411006310925186, 1.1324805381505012]"
17,"[0, 4, 7, 8, 10, 11, 13, 15]","[1.8413636153962227, 1.0770504665471734]"
17,"[0, 4, 7, 8, 10, 11, 14, 15]","[1.8408786804370623, 1.1377228986615515]"
17,"[0, 4, 7, 8, 10, 11, 14, 16]","[1.8410220997582254, 1.0902176493284554]"
17,"[0, 4, 7, 8, 10, 12, 13, 14]","[1.8427292895066947, 1.0589050247683334]"
17,"[0, 4, 7, 8, 10, 12, 14, 15]","[1.8425117398670012, 1.0639676568503018]"
17,"[0, 4, 7, 8, 10, 12, 15, 16]","[1.842393408041052, 1.069149927362289]"
17,"[0, 4, 7, 8, 11, 12, 13, 14]","[1.8397082898395511, 1.1402726180170988]"
17,"[0, 4, 7, 8, 11, 12, 13, 15]","[1.839975818627921, 1.0856917617994628]"
17,"[0, 4, 7, 8, 11, 12, 14, 15]","[1.8394828622511339, 1.1456969832014303]"
17,"[0, 4, 7, 8, 11, 12, 14, 16]","[1.8396288815652202, 1.099945547514805]"
17,"[0, 4, 7, 8, 11, 12, 15, 16]","[1.8393600310036147, 1.1504315635243472]"
17,"[0, 4, 7, 8, 11, 13, 14, 15]","[1.8403874645203673, 1.0781938469057155]"
17,"[0, 4, 7, 8, 11, 13, 15, 16]","[1.840266118213761, 1.0845312643688656]"
17,"[0, 4, 7, 9, 10, 11, 12, 13]","[1.8513078853262424, 1.0415578716607994]"
17,"[0, 4, 7, 9, 10, 11, 13, 14]","[1.8509388797860442, 1.044626105096585]"
17,"[0, 4, 7, 9, 10, 11, 14, 15]","[1.8507388485808494, 1.047901312386583]"
17,"[0, 4, 7, 9, 11, 12, 13, 14]","[1.8496645206684352, 1.0484308119510086]"
17,"[0, 4, 7, 9, 11, 12, 14, 15]","[1.8494616900548846, 1.0521611840015193]"
17,"[0, 4, 7, 9, 11, 12, 15, 16]","[1.849351798223739, 1.0560565394351042]"
17,"[0, 4, 7, 9, 12, 13, 14, 15]","[1.848764505974795, 1.056794114975396]"
17,"[0, 4, 7, 9, 12, 13, 15, 16]","[1.8486536892866718, 1.0611469773024587]"
17,"[0, 5, 6, 7, 8, 9, 11, 12]","[1.9523764436940922, 1.0247573795581577]"
17,"[0, 5, 6, 7, 8, 9, 12, 13]","[1.9520331818782837, 1.0259307698139937]"
17,"[0, 5, 6, 7, 8, 9, 13, 14]","[1.9518568823095896, 1.0271734008062816]"
17,"[0, 5, 6, 7, 9, 10, 11, 12]","[1.9498048524906926, 1.0260291677081361]"
17,"[0, 5, 6, 7, 9, 10, 12, 13]","[1.9494544512372562, 1.0273214443857994]"
17,"[0, 5, 6, 7, 9, 10, 13, 14]","[1.9492742350915124, 1.0286923815632143]"
17,"[0, 5, 6, 7, 9, 10, 14, 15]","[1.9491816441322118, 1.0301400718843439]"
17,"[0, 5, 6, 7, 9, 10, 15, 16]","[1.949134101811592, 1.0316601568904618]"
17,"[0, 5, 6, 7, 10, 11, 12, 13]","[1.948113837132016, 1.0288200983258307]"
17,"[0, 5, 6, 7, 10, 11, 13, 14]","[1.9479314173583595, 1.0303324081018375]"
17,"[0, 5, 6, 7, 10, 11, 14, 15]","[1.9478376275272868, 1.0319305502802898]"
17,"[0, 5, 6, 7, 10, 11, 15, 16]","[1.9477894357709467, 1.0336083927749589]"
17,"[0, 5, 6, 7, 11, 12, 13, 14]","[1.9472365025212084, 1.032096793838021]"
17,"[0, 5, 6, 7, 11, 12, 14, 15]","[1.9471420510792083, 1.0338581437468706]"
17,"[0, 5, 6, 7, 11, 12, 15, 16]","[1.9470935016753947, 1.0357057204747626]"
17,"[0, 5, 7, 8, 9, 10, 11, 12]","[1.9397245620586538, 1.0275189560225872]"
17,"[0, 5, 7, 8, 9, 10, 12, 13]","[1.9393484156852843, 1.028961713292229]"
17,"[0, 5, 7, 8, 9, 10, 13, 14]","[1.939153906580687, 1.0304961516764033]"
17,"[0, 5, 7, 8, 9, 10, 14, 15]","[1.9390534370117587, 1.0321194470985589]"
17,"[0, 5, 7, 8, 10, 11, 12, 13]","[1.9379234522514408, 1.0306488040639767]"
17,"[0, 5, 7, 8, 10, 11, 13, 14]","[1.93772638872671, 1.032350657539957]"
17,"[0, 5, 7, 8, 10, 11, 14, 15]","[1.9376245220764368, 1.0341521523200956]"
17,"[0, 5, 7, 8, 10, 11, 15, 16]","[1.937571899954674, 1.0360446591488752]"
17,"[0, 5, 7, 8, 11, 12, 13, 14]","[1.9369832919661536, 1.0343535866435183]"
17,"[0, 5, 7, 8, 11, 12, 14, 15]","[1.936880649237712, 1.0363487170374397]"
17,"[0, 5, 7, 8, 11, 12, 15, 16]","[1.9368276053840252, 1.0384417715799243]"
17,"[0, 5, 7, 8, 12, 13, 14, 15]","[1.9364946294094953, 1.0387057640344715]"
17,"[0, 5, 7, 8, 12, 13, 15, 16]","[1.9364413544430916, 1.041009711653665]"
17,"[0, 5, 8, 9, 10, 11, 12, 13]","[1.9324606528524155, 1.0326636569408332]"
17,"[0, 5, 8, 9, 10, 11, 13, 14]","[1.9322545975480283, 1.0345817828565569]"
17,"[0, 5, 8, 9, 10, 11, 14, 15]","[1.9321477717572224, 1.0366145739149923]"
17,"[0, 5, 8, 9, 10, 11, 15, 16]","[1.9320924285184056, 1.038749728218798]"
17,"[0, 5, 8, 9, 11, 12, 13, 14]","[1.9314818147512929, 1.036859509468129]"
17,"[0, 5, 8, 9, 11, 12, 14, 15]","[1.931374136615585, 1.0391209596336346]"
17,"[0, 5, 8, 9, 11, 12, 15, 16]","[1.931318328918075, 1.0414913058259574]"
17,"[0, 5, 8, 9, 12, 13, 14, 15]","[1.9309714271004736, 1.0418155749156432]"
17,"[0, 5, 8, 9, 12, 13, 15, 16]","[1.93091536403666, 1.0444313854335534]"
17,"[0, 5, 8, 9, 13, 14, 15, 16]","[1.9307060240103069, 1.0475440712984274]"
17,"[0, 5, 9, 10, 11, 12, 13, 14]","[1.928560817413354, 1.0396330651116392]"
17,"[0, 5, 9, 10, 11, 12, 14, 15]","[1.9284501804384326, 1.0421933404310368]"
17,"[0, 5, 9, 10, 11, 12, 15, 16]","[1.9283927504301561, 1.0448707895023]"
17,"[0, 5, 9, 10, 12, 13, 14, 15]","[1.9280376246499338, 1.0452687531497307]"
17,"[0, 5, 9, 10, 12, 13, 15, 16]","[1.9279799242097602, 1.0482268753006658]"
17,"[0, 5, 9, 10, 13, 14, 15, 16]","[1.9277651146817931, 1.0517690632195396]"
17,"[0, 3, 4, 5, 6, 7, 8, 9, 12, 14]","[1.765087685714091, 1.053576154583306]"
17,"[0, 3, 4, 5, 6, 7, 9, 10, 12, 14]","[1.7587043034486762, 1.059616694101099]"
17,"[0, 3, 4, 5, 6, 7, 9, 10, 13, 15]","[1.757625452729171, 1.0711211498205546]"
17,"[0, 3, 4, 5, 6, 7, 9, 11, 13, 14]","[1.7619649045894437, 1.0496465073823196]"
17,"[0, 3, 4, 5, 6, 7, 10, 11, 12, 14]","[1.7549272902358313, 1.0665297562320375]"
17,"[0, 3, 4, 5, 6, 7, 10, 12, 13, 14]","[1.7561654550419235, 1.0603194705867731]"
17,"[0, 3, 4, 5, 6, 7, 10, 12, 14, 15]","[1.7557656352284923, 1.0657397450027122]"
17,"[0, 3, 4, 5, 6, 7, 10, 12, 15, 16]","[1.7555369423389287, 1.0713162332061645]"
17,"[0, 3, 4, 5, 6, 8, 10, 11, 13, 14]","[1.7785790517604174, 1.041385331097516]"
17,"[0, 3, 4, 5, 7, 8, 9, 10, 12, 14]","[1.7373424382323066, 1.0682241391609684]"
17,"[0, 3, 4, 5, 7, 8, 9, 10, 13, 15]","[1.7360360664609542, 1.082639199853847]"
17,"[0, 3, 4, 5, 7, 8, 9, 11, 13, 14]","[1.7411761204035274, 1.0556555355708566]"
17,"[0, 3, 4, 5, 7, 8, 10, 11, 12, 14]","[1.7329460978476319, 1.0772248878207844]"
17,"[0, 3, 4, 5, 7, 8, 10, 11, 13, 14]","[1.7308797115830312, 1.1548468311517277]"
17,"[0, 3, 4, 5, 7, 8, 10, 11, 13, 15]","[1.7315755604799659, 1.094156663875093]"
17,"[0, 3, 4, 5, 7, 8, 10, 11, 14, 16]","[1.730772546753701, 1.1115959897974945]"
17,"[0, 3, 4, 5, 7, 8, 10, 12, 13, 14]","[1.7344266179033627, 1.0692548234942867]"
17,"[0, 3, 4, 5, 7, 8, 10, 12, 14, 15]","[1.7339369009583063, 1.0760669966565808]"
17,"[0, 3, 4, 5, 7, 8, 10, 12, 15, 16]","[1.7336529456102556, 1.0829689837283445]"
17,"[0, 3, 4, 5, 7, 8, 11, 13, 14, 15]","[1.729810082509044, 1.096108532216949]"
17,"[0, 3, 4, 5, 7, 8, 11, 13, 15, 16]","[1.7295108955684735, 1.1045460255721982]"
17,"[0, 3, 4, 5, 7, 9, 10, 11, 13, 14]","[1.7482258015351304, 1.0501479128926432]"
17,"[0, 3, 4, 5, 7, 9, 11, 12, 13, 14]","[1.7459537633120574, 1.0550429251466669]"
17,"[0, 3, 4, 5, 7, 9, 11, 12, 14, 15]","[1.7455208832058675, 1.0598245514468008]"
17,"[0, 3, 4, 5, 7, 9, 11, 12, 15, 16]","[1.745271732897149, 1.064815843557527]"
17,"[0, 3, 4, 5, 8, 10, 11, 12, 13, 14]","[1.7253355821323013, 1.070506053276131]"
17,"[0, 3, 4, 5, 8, 10, 11, 12, 14, 15]","[1.7248015929864495, 1.0776415832628257]"
17,"[0, 3, 4, 5, 8, 10, 11, 12, 15, 16]","[1.7244901537515167, 1.0848814253928127]"
17,"[0, 3, 4, 5, 8, 10, 12, 13, 14, 15]","[1.7231926407620484, 1.0870306563806615]"
17,"[0, 3, 4, 5, 8, 10, 12, 13, 15, 16]","[1.7228745580646563, 1.0950778174085476]"
17,"[0, 3, 4, 6, 7, 8, 10, 11, 13, 14]","[1.8087443267476842, 1.0379207150471863]"
17,"[0, 3, 4, 6, 7, 8, 10, 11, 14, 15]","[1.808494573421153, 1.0403781290994312]"
17,"[0, 3, 4, 6, 7, 8, 11, 12, 13, 14]","[1.8072586782031617, 1.040708180358842]"
17,"[0, 3, 4, 6, 8, 9, 10, 11, 13, 14]","[1.799781610912118, 1.041092611407696]"
17,"[0, 3, 4, 6, 8, 9, 10, 11, 14, 15]","[1.799510363447138, 1.0439362272088175]"
17,"[0, 3, 4, 6, 8, 9, 11, 12, 13, 14]","[1.7981913092877442, 1.044354954317653]"
17,"[0, 3, 4, 6, 8, 9, 11, 12, 14, 15]","[1.7979152913299496, 1.0475802230711975]"
17,"[0, 3, 4, 6, 8, 9, 11, 12, 15, 16]","[1.7977613391743197, 1.0509670651935539]"
17,"[0, 3, 4, 6, 8, 9, 12, 13, 14, 15]","[1.7970173136264376, 1.0515467970481587]"
17,"[0, 3, 4, 6, 9, 10, 11, 12, 13, 14]","[1.792913316431222, 1.0484989448297106]"
17,"[0, 3, 4, 6, 9, 10, 11, 12, 14, 15]","[1.7926224662844885, 1.0522508918578684]"
17,"[0, 3, 4, 6, 9, 10, 11, 12, 15, 16]","[1.7924597334006904, 1.0561727016987545]"
17,"[0, 3, 5, 6, 7, 8, 9, 10, 12, 14]","[1.6605685712237952, 1.082298606071772]"
17,"[0, 3, 5, 6, 7, 8, 9, 11, 13, 14]","[1.666993258762016, 1.0647061210236437]"
17,"[0, 3, 5, 6, 7, 8, 10, 11, 12, 14]","[1.6534367726674084, 1.0957605406714328]"
17,"[0, 3, 5, 6, 7, 8, 10, 11, 13, 14]","[1.6491716931879399, 1.1856900559156311]"
17,"[0, 3, 5, 6, 7, 8, 10, 11, 13, 15]","[1.6507691430741913, 1.119919390378922]"
17,"[0, 3, 5, 6, 7, 8, 10, 11, 14, 16]","[1.6491024450308762, 1.1432575914881085]"
17,"[0, 3, 5, 6, 7, 8, 10, 12, 13, 14]","[1.6560931343538425, 1.0841034707703263]"
17,"[0, 3, 5, 6, 7, 8, 10, 12, 14, 15]","[1.6551331774625595, 1.0937136133614573]"
17,"[0, 3, 5, 6, 7, 9, 10, 11, 13, 14]","[1.677341457575734, 1.0572154552647817]"
17,"[0, 3, 5, 6, 7, 9, 11, 12, 13, 14]","[1.673742610899837, 1.0637370418829837]"
17,"[0, 3, 5, 6, 7, 9, 11, 12, 14, 15]","[1.6729566076593896, 1.0700702452079716]"
17,"[0, 3, 5, 6, 8, 9, 10, 11, 12, 14]","[1.6316237938395872, 1.1178962190475585]"
17,"[0, 3, 5, 6, 8, 9, 10, 11, 13, 14]","[1.6261008559642027, 1.212890645188376]"
17,"[0, 3, 5, 6, 8, 9, 10, 11, 13, 15]","[1.6282413687123065, 1.1485166065516923]"
17,"[0, 3, 5, 6, 8, 9, 10, 11, 14, 16]","[1.6260766156850082, 1.1752229905763178]"
17,"[0, 3, 5, 6, 8, 9, 10, 12, 13, 14]","[1.6348970072539606, 1.101987276297869]"
17,"[0, 3, 5, 6, 8, 9, 10, 12, 14, 15]","[1.6336860812719287, 1.114599679532693]"
17,"[0, 3, 5, 6, 8, 9, 11, 12, 13, 14]","[1.6200094465275514, 1.2308149649511795]"
17,"[0, 3, 5, 6, 8, 9, 11, 12, 13, 15]","[1.6223534826052532, 1.1718097644456127]"
17,"[0, 3, 5, 6, 8, 9, 11, 12, 14, 15]","[1.618505919062841, 1.2406323311392806]"
17,"[0, 3, 5, 6, 8, 9, 11, 12, 14, 16]","[1.6200029273151653, 1.1983606375829494]"
17,"[0, 3, 5, 6, 8, 9, 11, 13, 14, 15]","[1.6246318336752408, 1.1541302271375349]"
17,"[0, 3, 5, 6, 8, 9, 11, 13, 15, 16]","[1.623776332582798, 1.1671137241799519]"
17,"[0, 3, 5, 6, 8, 10, 11, 12, 13, 14]","[1.6431309401397427, 1.0864217291160314]"
17,"[0, 3, 5, 6, 8, 10, 11, 12, 14, 15]","[1.6420365920417679, 1.0967184106273395]"
17,"[0, 3, 5, 6, 8, 10, 12, 13, 14, 15]","[1.6390072755992906, 1.1108541592620402]"
17,"[0, 3, 5, 6, 8, 10, 12, 13, 15, 16]","[1.6383024402901973, 1.122123302613436]"
17,"[0, 3, 5, 7, 8, 9, 10, 11, 13, 14]","[1.703441796890544, 1.0507258207051748]"
17,"[0, 3, 5, 7, 8, 9, 11, 12, 13, 14]","[1.7005003115064303, 1.0558080967473322]"
17,"[0, 3, 5, 7, 8, 9, 11, 12, 14, 15]","[1.6998908689723353, 1.0607911900049338]"
17,"[0, 3, 5, 7, 9, 10, 11, 12, 13, 14]","[1.691573677559377, 1.0627056243646815]"
17,"[0, 3, 5, 7, 9, 10, 11, 12, 14, 15]","[1.6909035796019585, 1.0687522176874997]"
17,"[0, 3, 5, 7, 9, 10, 12, 13, 14, 15]","[1.6889576006313516, 1.0766598709074016]"
17,"[0, 3, 5, 7, 9, 10, 12, 13, 15, 16]","[1.6885479505916081, 1.0837562097101738]"
17,"[0, 4, 5, 6, 7, 8, 9, 10, 12, 13]","[1.8984929258526204, 1.0309443959989584]"
17,"[0, 4, 5, 6, 7, 8, 9, 10, 13, 14]","[1.8982378800365347, 1.0326960223713562]"
17,"[0, 4, 5, 6, 7, 8, 10, 11, 12, 13]","[1.896738261650793, 1.0328840238392083]"
17,"[0, 4, 5, 6, 7, 8, 10, 11, 13, 14]","[1.8964789918078901, 1.0348416315597353]"
17,"[0, 4, 5, 6, 7, 8, 10, 11, 14, 15]","[1.8963419737004656, 1.0369199281012331]"
17,"[0, 4, 5, 6, 7, 8, 10, 11, 15, 16]","[1.8962696261056802, 1.0391066151362982]"
17,"[0, 4, 5, 6, 7, 8, 11, 12, 13, 14]","[1.8955412870873891, 1.0371728517452925]"
17,"[0, 4, 5, 6, 7, 8, 11, 12, 14, 15]","[1.8954029198336635, 1.0394910846968635]"
17,"[0, 4, 5, 6, 7, 8, 11, 12, 15, 16]","[1.8953298225302395, 1.041925525889509]"
17,"[0, 4, 5, 6, 8, 9, 10, 11, 12, 13]","[1.8902645390885633, 1.0352335980125855]"
17,"[0, 4, 5, 6, 8, 9, 10, 11, 13, 14]","[1.889990848709235, 1.0374628495091707]"
17,"[0, 4, 5, 6, 8, 9, 10, 11, 14, 15]","[1.8898456919053213, 1.0398324583251917]"
17,"[0, 4, 5, 6, 8, 9, 10, 11, 15, 16]","[1.8897687766468905, 1.0423245188794146]"
17,"[0, 4, 5, 6, 8, 9, 11, 12, 13, 14]","[1.8890074233860044, 1.0401454688488319]"
17,"[0, 4, 5, 6, 8, 9, 11, 12, 14, 15]","[1.888860754685961, 1.04280244700314]"
17,"[0, 4, 5, 6, 8, 9, 11, 12, 15, 16]","[1.8887829964079454, 1.0455885875179374]"
17,"[0, 4, 5, 6, 8, 9, 12, 13, 14, 15]","[1.888335625875815, 1.0460106017627289]"
17,"[0, 4, 5, 6, 8, 9, 12, 13, 15, 16]","[1.888257391714407, 1.049102169108957]"
17,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14]","[1.885439494337485, 1.0434700825998051]"
17,"[0, 4, 5, 6, 9, 10, 11, 12, 14, 15]","[1.885287758758929, 1.0465109370528138]"
17,"[0, 4, 5, 6, 9, 10, 11, 12, 15, 16]","[1.885207157145821, 1.0496890777405217]"
17,"[0, 4, 5, 6, 9, 10, 12, 13, 14, 15]","[1.8847464698957237, 1.050216586610653]"
17,"[0, 4, 5, 6, 9, 10, 12, 13, 15, 16]","[1.8846653569148812, 1.0537454451594037]"
17,"[0, 4, 5, 6, 9, 10, 13, 14, 15, 16]","[1.8843766265625932, 1.0580233610405205]"
17,"[0, 4, 6, 7, 8, 9, 10, 11, 12, 13]","[1.8656213968648618, 1.0381767954984749]"
17,"[0, 4, 6, 7, 8, 9, 10, 11, 13, 14]","[1.8652928080574296, 1.040784799520791]"
17,"[0, 4, 6, 7, 8, 9, 10, 11, 14, 15]","[1.865116130703685, 1.0435641626876166]"
17,"[0, 4, 6, 7, 8, 9, 11, 12, 13, 14]","[1.8641414093291697, 1.0439691103508273]"
17,"[0, 4, 6, 7, 8, 9, 11, 12, 14, 15]","[1.86396253337884, 1.0471107163291062]"
17,"[0, 4, 6, 7, 8, 9, 11, 12, 15, 16]","[1.8638663997633809, 1.0504019320427191]"
17,"[0, 4, 6, 7, 8, 9, 12, 13, 14, 15]","[1.863338380583365, 1.0509576119235717]"
17,"[0, 4, 6, 7, 8, 9, 12, 13, 15, 16]","[1.8632415337086243, 1.054626278026817]"
17,"[0, 4, 6, 7, 9, 10, 11, 12, 13, 14]","[1.860061396245067, 1.0479936290963567]"
17,"[0, 4, 6, 7, 9, 10, 11, 12, 14, 15]","[1.859875285330744, 1.0516302505215342]"
17,"[0, 4, 6, 7, 9, 10, 11, 12, 15, 16]","[1.8597750352186677, 1.0554211212000582]"
17,"[0, 4, 6, 7, 9, 10, 12, 13, 14, 15]","[1.8592286089536723, 1.0561291434243467]"
